Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767870824,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1767870825,5,,Aggregated,0.000000,0.000000,52,52,55,55,55,55,55,55,55,55,55,4,0,52,43.0395002476871,12.784624996129423,54.7156249958789,105.0
1767870826,10,,Aggregated,0.000000,0.000000,52,52,55,55,55,55,55,55,55,55,55,4,0,52,43.0395002476871,12.784624996129423,54.7156249958789,105.0
1767870827,15,,Aggregated,3.000000,0.000000,600,840,1100,1200,1600,1600,1600,1600,1600,1600,1600,13,0,600.0,652.4159936883594,12.784624996129423,1598.6816249933327,93.46153846153847
1767870828,20,,Aggregated,3.000000,0.000000,600,840,1100,1200,1600,1600,1600,1600,1600,1600,1600,13,0,600.0,652.4159936883594,12.784624996129423,1598.6816249933327,93.46153846153847
1767870829,25,,Aggregated,3.000000,0.000000,600,840,1100,1200,1600,1600,1600,1600,1600,1600,1600,13,0,600.0,652.4159936883594,12.784624996129423,1598.6816249933327,93.46153846153847
1767870830,30,,Aggregated,3.250000,0.000000,840,1100,1600,1600,1700,3200,3200,3200,3200,3200,3200,16,0,600.0,895.5560729973513,12.784624996129423,3249.0455000079237,81.5625
1767870831,35,,Aggregated,2.600000,0.000000,840,1200,1600,1600,2500,3200,3200,3200,3200,3200,3200,17,0,840.0,991.4769878215499,12.784624996129423,3249.0455000079237,78.52941176470588
1767870832,40,,Aggregated,2.600000,0.000000,840,1200,1600,1600,2500,3200,3200,3200,3200,3200,3200,17,0,840.0,991.4769878215499,12.784624996129423,3249.0455000079237,78.52941176470588
1767870833,45,,Aggregated,2.166667,0.000000,890,1200,1600,1700,3200,3500,3500,3500,3500,3500,3500,18,0,840.0,1131.8515116646367,12.784624996129423,3518.218416997115,97.77777777777777
1767870834,50,,Aggregated,2.125000,0.000000,1100,1600,1700,2500,3500,5700,6400,6400,6400,6400,6400,22,0,890.0,1567.09935986212,12.784624996129423,6351.923875001376,92.27272727272727
1767870835,50,,Aggregated,2.000000,0.000000,1600,3200,4700,4900,5900,7400,7400,7400,7400,7400,7400,31,0,1600.0,2586.9682258701014,12.784624996129423,7417.454124995857,112.16129032258064
1767870836,50,,Aggregated,2.000000,0.000000,1600,3200,4700,4900,5900,7400,7400,7400,7400,7400,7400,31,0,1600.0,2586.9682258701014,12.784624996129423,7417.454124995857,112.16129032258064
1767870837,50,,Aggregated,1.900000,0.000000,3200,5300,5900,7400,7900,8400,8800,8800,8800,8800,8800,45,0,3200.0,3669.1321982219556,12.784624996129423,8841.819958004635,189.0
1767870838,50,,Aggregated,1.900000,0.000000,3200,5300,5900,7400,7900,8400,8800,8800,8800,8800,8800,45,0,3200.0,3669.1321982219556,12.784624996129423,8841.819958004635,189.0
1767870839,50,,Aggregated,1.900000,0.000000,3200,5300,5900,7400,7900,8400,8800,8800,8800,8800,8800,45,0,3200.0,3669.1321982219556,12.784624996129423,8841.819958004635,189.0
1767870840,50,,Aggregated,1.900000,0.000000,3200,5300,5900,7400,7900,8400,8800,8800,8800,8800,8800,45,0,3200.0,3669.1321982219556,12.784624996129423,8841.819958004635,189.0
1767870841,50,,Aggregated,3.200000,0.000000,3500,5400,6900,7400,8400,8400,11000,11000,11000,11000,11000,47,0,3500.0,3923.8357341274286,12.784624996129423,10925.442916995962,183.82978723404256
1767870842,50,,Aggregated,3.200000,0.000000,4300,5400,7400,7400,8400,8800,11000,11000,11000,11000,11000,48,0,3500.0,4035.7665599788866,12.784624996129423,10925.442916995962,182.1875
1767870843,50,,Aggregated,2.900000,0.000000,4700,5900,7400,7600,8400,11000,11000,13000,13000,13000,13000,57,1,4700.0,4489.404015473331,12.784624996129423,13007.699750000029,236.19298245614036
1767870844,50,,Aggregated,3.000000,0.000000,4700,6400,7400,7900,9000,11000,11000,13000,13000,13000,13000,59,1,4700.0,4644.111913236715,12.784624996129423,13007.699750000029,231.74576271186442
1767870845,50,,Aggregated,3.000000,0.000000,4700,6400,7400,7900,9000,11000,11000,13000,13000,13000,13000,59,1,4700.0,4644.111913236715,12.784624996129423,13007.699750000029,231.74576271186442
1767870846,50,,Aggregated,3.000000,0.000000,4700,6400,7400,7900,9000,11000,11000,13000,13000,13000,13000,59,1,4700.0,4644.111913236715,12.784624996129423,13007.699750000029,231.74576271186442
